,RESULT
16840,1
46279,0
48277,1
31840,0
25198,0
7156,1
5556,0
40034,0
46121,3
47813,0
37106,2
45138,0
4992,0
38738,1
4588,0
51862,0
23036,0
45891,0
14476,1
17710,4
51155,0
22787,0
17137,0
22482,0
40677,0
26769,1
51355,4
16452,0
41510,2
23604,1
28903,0
46986,1
1928,0
47080,1
40069,0
28729,1
42392,0
22252,0
27476,4
40130,4
27776,2
40122,1
46774,2
43080,4
31043,0
17407,0
7925,0
11497,2
33288,0
18598,1
31234,0
25865,1
833,0
49915,2
26940,1
1083,0
30802,0
11545,0
40794,0
41686,0
15127,1
29619,0
10001,0
15211,0
33802,0
36399,2
26482,0
5986,0
30142,0
36031,1
19333,0
24106,0
46910,1
42039,0
1715,1
48502,0
14993,3
46743,1
24226,1
46493,0
24840,2
29089,4
12556,0
37661,0
5966,0
47703,1
36518,0
20961,1
2459,0
33378,3
30873,4
37802,0
39516,1
39976,2
1929,1
47760,2
28759,0
38843,0
42808,1
41910,0
37230,0
17790,0
29901,1
12245,1
39154,2
7641,2
957,2
40897,0
36789,0
40143,1
49576,1
43749,0
35825,4
17854,2
26045,4
9185,0
35565,0
2931,0
1904,1
14229,0
47741,0
5840,1
33729,2
48538,0
44939,1
11582,0
39986,3
17079,3
453,1
26982,1
19051,0
4953,0
28029,0
6050,0
47155,1
24498,0
51796,0
33729,2
1414,4
50110,0
17329,1
38466,2
30616,1
16069,1
26337,4
11379,1
33598,0
23684,0
26006,0
23897,0
802,0
24211,0
30774,4
9587,4
27384,0
38202,3
51344,0
37486,4
7524,0
475,1
7407,1
31793,4
52312,1
21,0
31391,0
24174,0
45690,3
44464,1
15690,0
26742,0
45350,1
18939,2
13642,0
15024,0
35149,1
4630,0
2460,0
7009,0
10077,0
24713,0
29500,4
32714,1
37064,0
10896,0
3726,2
30887,1
39915,2
11865,0
46736,1
44030,4
43394,0
2246,0
18315,1
48816,1
41535,1
44654,0
20546,0
41600,1
49589,2
47147,0
51878,1
47779,1
30346,1
5520,3
26465,2
52495,3
25914,3
49906,2
18525,4
49288,1
26074,4
8564,3
27855,1
31563,0
31053,1
6209,0
35389,0
38533,1
42095,4
14801,3
624,0
16239,0
32086,0
23674,1
5446,1
7922,0
4869,0
36050,3
51046,0
31642,0
50836,1
11364,1
40031,0
50594,1
47530,2
39483,0
35125,0
36015,4
12877,0
47725,2
43641,0
46809,0
51298,2
42357,0
12196,2
14942,1
34833,1
49954,4
13180,0
37133,0
11062,0
38547,1
16577,0
4069,0
16543,0
28778,0
16839,0
22361,0
39660,1
28427,0
36712,0
32511,0
14334,1
22948,2
16965,1
32865,1
8193,2
36436,1
10757,0
18857,0
17850,0
18253,0
34568,0
5191,2
14816,0
39374,0
16045,0
49109,0
35007,0
4403,0
28166,0
14447,1
38123,0
29609,1
37360,0
18800,0
23855,1
44380,0
6538,0
977,1
16927,0
8117,0
18483,0
581,1
13895,0
33607,0
3718,0
51522,1
34212,0
1213,0
14789,2
24459,0
27654,0
31237,1
4957,0
33879,0
27742,0
30585,4
4038,0
39435,1
30365,0
3446,0
4803,2
3690,2
22156,0
9233,0
3544,1
26375,1
45437,0
9969,1
39893,2
37194,0
317,1
39495,3
31752,1
1748,1
40771,1
35899,0
424,0
35721,1
24145,1
20961,1
28549,4
48257,0
31578,2
27564,1
52511,2
1844,1
5106,1
18457,1
32982,0
40042,1
21466,0
36606,0
45898,0
15696,1
9577,0
29460,0
23562,0
34396,1
18434,0
40292,0
5632,2
51131,0
39148,2
44559,1
51037,0
1802,0
7546,0
3398,1
13595,0
35404,0
31792,4
51146,0
44317,0
22496,1
33052,0
16206,0
20451,1
5400,4
3526,1
1467,1
28747,0
12654,0
48835,2
40074,1
47045,1
1047,0
24169,0
20105,0
10251,1
14298,2
29243,0
17544,0
212,1
51483,0
42592,1
6220,0
45884,1
22421,0
30168,0
42579,2
30207,4
2800,0
11497,2
52283,1
44220,0
34228,0
50000,0
5603,1
34481,1
38466,2
40247,1
28387,0
12290,0
51118,0
3485,0
10999,0
41188,1
40448,0
14660,1
6309,0
16656,1
22484,0
40030,1
48955,1
25108,2
42446,0
42918,0
11793,1
24539,1
3494,0
29926,0
42283,1
13381,1
36290,0
19598,0
48521,1
42614,0
39604,0
1211,0
48444,0
18714,1
4238,1
7618,0
44311,2
34473,1
4119,4
40540,1
49216,1
37762,0
25101,0
49704,0
23079,0
44007,0
2548,0
42687,1
49896,0
22376,0
28566,1
1188,1
21551,0
6439,1
7831,4
50318,0
50939,0
47664,1
8160,2
32381,0
39807,0
4210,2
23842,1
10840,1
47777,0
32190,2
20572,0
41491,1
19531,1
2276,1
49181,2
28768,0
3897,1
33481,0
37955,1
32601,1
15043,0
16226,0
34190,1
49685,0
33453,0
49997,4
7702,0
42250,0
14348,4
2890,0
34833,1
36110,0
5484,0
42564,1
47939,0
14531,0
7686,3
5769,0
14466,0
46683,1
15792,2
44479,0
15925,0
31014,2
27549,0
30570,0
23938,0
826,2
15602,0
5149,0
8653,0
32218,0
35420,0
29978,1
25738,1
43006,0
46160,1
5235,2
25748,1
27053,1
18965,0
26177,4
46986,1
112,1
24472,0
37231,1
35512,2
34412,1
21365,1
45933,1
44624,0
14401,0
18242,3
31981,0
35206,1
21628,0
40673,4
45195,0
10002,0
15177,2
46855,1
33318,0
50460,1
35074,4
11458,2
7025,0
35747,0
15730,1
35183,0
51249,4
44725,0
16537,2
2654,1
46562,4
47740,2
9127,2
1731,1
50381,3
13149,0
20824,0
29609,1
6365,0
46119,1
5907,0
23861,0
581,1
44273,0
21712,0
18087,0
28149,0
49740,0
48151,0
10797,4
30240,0
12427,0
47602,2
7946,0
33981,0
24911,0
15222,0
50395,0
26460,4
34202,0
7378,0
42767,4
2496,0
26426,4
27117,0
13615,1
3721,0
43421,2
449,2
50009,1
49005,1
3557,1
7158,0
20363,0
11544,0
50877,0
18723,3
43564,1
30404,0
3916,4
19186,0
11675,0
27477,4
43131,0
21718,1
2580,2
17789,0
37357,0
44279,2
44476,1
21665,1
47808,1
16835,4
4779,0
35262,0
36726,0
31455,0
12939,4
50594,1
41654,2
35764,0
2908,0
46062,0
50547,1
10605,0
43847,0
24129,1
10984,0
42817,1
49751,0
43226,2
27984,1
20273,1
37438,1
7297,0
41053,0
18932,1
39853,0
8650,0
34599,0
17263,0
38407,0
1094,0
25661,1
8171,0
48110,1
41470,4
41602,1
7336,1
48867,0
7196,0
52039,1
30951,1
1565,1
50817,4
41708,0
42782,1
10988,0
48583,4
21277,0
47042,3
46681,1
14075,0
2732,0
43435,0
27366,0
7760,0
44226,0
27816,1
48485,3
36222,0
18042,1
23180,0
20343,1
14129,2
20741,1
26515,0
45508,1
6627,1
3277,0
29520,4
18795,0
2714,0
35391,1
24170,0
42819,3
48729,4
8961,0
51886,2
11766,0
9385,0
44115,1
49818,0
45456,0
6633,0
35396,1
23192,0
14371,0
17187,1
47174,0
34345,0
33984,0
35118,0
36982,1
39867,0
26141,4
31272,0
8019,0
33443,2
18068,0
51401,0
39049,1
12729,2
8018,2
37293,0
3355,0
16066,1
45008,0
26814,0
18920,1
48629,0
31242,1
15055,0
32927,1
550,3
25971,1
32239,0
3424,0
28535,0
34218,2
24251,1
26415,0
31678,1
35214,0
12755,0
37845,0
12331,0
25225,0
3416,3
50242,4
28583,0
6845,2
42215,1
2371,0
48579,4
6892,0
42402,0
5708,0
38240,2
29031,0
13289,0
44360,1
8507,0
3744,2
8575,1
7159,1
21426,0
50629,1
9277,2
18541,3
6338,0
13141,0
7538,1
1015,0
7081,1
12024,4
23082,0
11195,0
50146,0
5354,0
44894,0
38016,3
35423,2
32405,1
27823,1
14587,0
33101,0
48778,1
51529,0
38138,0
25016,0
38269,0
18096,0
51292,1
51331,1
46671,1
47486,0
29229,0
10686,1
8953,1
8381,0
33918,0
29996,0
25042,0
13601,0
7459,0
50513,1
22752,0
4599,0
11881,0
25791,0
46379,1
17590,0
35069,2
3744,2
11174,0
9220,1
31706,0
38208,1
49650,0
23691,0
50275,1
23052,1
46342,2
1403,0
14093,1
10033,0
41045,1
530,0
4236,2
29357,1
32186,2
31874,4
36954,0
30431,3
34289,4
2996,0
24754,0
46258,0
50544,3
35582,0
18762,0
37086,0
29190,0
29080,0
25173,0
37994,1
50204,2
47975,4
34664,0
30965,1
50275,1
37724,0
47904,2
46077,0
40580,0
25739,0
14251,0
27593,0
36434,1
16665,0
41691,4
51648,1
35722,0
35567,1
50582,3
13564,4
3942,2
18824,2
33915,1
45431,0
18548,0
18240,0
31979,0
27379,0
49317,0
10372,0
29797,0
27672,0
32244,0
15177,2
30227,2
25571,1
38732,1
11333,1
51438,1
48442,0
28577,1
50800,0
1324,0
27457,0
30799,1
40185,0
43545,2
52395,0
30993,0
22222,1
15198,0
22723,1
8818,0
11775,1
18242,3
10246,1
5344,2
19816,0
18690,2
11379,1
36025,0
31930,1
5413,0
28920,4
37538,2
20403,0
5749,0
47432,0
22354,0
2407,0
35732,0
38238,0
44452,1
21609,0
2270,2
35246,3
31014,2
38459,0
7830,0
51536,1
9277,2
27165,4
52503,4
15393,3
10843,0
51988,0
24893,0
33864,0
19025,0
21144,1
49610,0
36416,1
21294,0
32708,0
4539,1
41536,0
45282,0
51267,0
47349,1
37085,0
10071,0
29315,0
44888,0
8583,0
1669,2
40,1
31946,4
48509,1
9856,0
33503,1
40548,0
35348,0
7028,1
30990,0
29775,4
15157,0
45684,0
4467,1
38702,0
29135,0
14555,0
45761,1
7648,1
41897,0
41113,0
36028,1
37734,0
9876,3
31329,4
43866,1
18259,0
4715,0
39062,1
46644,1
26935,0
7157,0
7648,1
31199,0
23859,1
33404,0
2691,0
8612,0
16656,1
8106,0
73,0
44336,0
45009,0
43524,0
34641,0
32303,1
4671,0
10378,0
46775,2
12972,3
50058,1
27904,4
46745,1
49700,1
8275,0
17897,1
1862,0
52372,0
36182,0
36514,0
27412,4
52386,4
38727,0
9912,0
34598,0
3071,0
22785,2
50461,1
35300,2
15542,2
22929,0
7665,0
46491,1
39616,0
31975,3
38860,0
43770,1
15438,1
42811,2
22337,1
50820,1
32966,0
37836,0
3376,1
26180,4
31213,0
40229,0
17753,0
33311,2
47597,0
5259,1
45264,1
35512,2
31355,2
24182,0
11978,0
52151,1
49978,1
46210,1
3693,2
31861,3
28926,0
27619,0
44850,0
35018,0
38589,1
44869,0
11452,1
22948,2
16338,2
34117,1
40920,0
7597,0
48214,0
46786,0
5509,2
16503,0
49198,1
33536,0
29414,1
51224,1
50524,1
45087,1
34795,0
6552,2
25095,1
43723,1
27203,1
27834,4
47888,4
4917,2
44117,2
7387,1
41057,0
48941,2
47582,0
7015,3
51089,1
51579,1
35042,0
859,0
30145,4
25570,0
38692,1
17854,2
52098,0
34185,2
31356,0
26835,4
6933,0
23701,0
6627,1
46927,0
49369,0
7315,2
30342,1
35914,0
35205,0
32679,0
18660,0
23687,1
8414,0
16473,1
20418,1
41995,0
17701,0
24499,1
49176,4
16925,1
5726,0
17530,0
42486,0
25538,0
6453,2
31059,0
46232,0
17093,0
10397,1
34571,1
28463,0
36035,0
16883,4
2798,1
4758,4
50687,4
37554,2
44028,4
29902,0
24715,0
49912,1
27095,1
3128,1
2252,1
35918,1
24840,2
26533,4
1538,1
21549,0
778,4
34053,1
2954,0
16594,0
16066,1
6412,1
1589,2
39933,0
37829,0
36311,1
49074,4
5118,2
200,0
23836,0
46696,0
6394,0
52264,0
34525,1
13357,1
34526,1
15582,0
25444,2
40136,0
2105,0
8052,0
49619,2
43659,0
51057,2
43200,1
40030,1
22342,0
4618,0
46833,1
46351,3
45996,1
52089,4
5536,0
45962,0
13598,0
9171,0
19425,0
48715,3
8754,0
6837,1
44798,3
50390,0
27255,0
36740,0
23382,1
21689,0
14821,0
12796,0
16272,1
37257,2
26551,0
38341,2
23601,1
19053,0
38827,0
28574,0
49611,1
41707,0
46676,1
37452,0
42798,4
36027,1
19115,0
46889,1
3061,0
16733,1
7991,2
10924,1
31781,0
38754,2
6086,1
21653,1
26749,1
40930,1
36098,0
29978,1
21112,2
34520,1
26014,0
49615,4
41247,1
20515,1
47309,0
12307,4
23221,1
20961,1
33414,0
20718,1
40872,1
49205,4
19032,0
17866,0
6450,3
22204,0
16266,1
1194,0
32571,0
8323,4
28871,0
14225,0
12443,4
10018,0
3194,0
42797,2
47793,4
39844,0
27331,0
20708,1
51923,1
13411,1
40876,1
28020,2
3351,0
2656,4
698,0
7138,0
28613,1
38789,0
20157,0
16889,0
45555,0
38177,1
48307,0
19614,0
26491,4
32644,0
24376,2
32268,2
37618,0
4736,0
14931,0
6480,0
39333,0
37280,0
26168,0
10467,0
8564,3
49323,0
46398,0
42636,2
5253,0
2828,0
34633,0
48366,2
7323,4
38956,1
36628,1
26193,0
31643,0
38504,2
5193,1
29175,0
14978,2
15704,1
44049,2
45536,0
38692,1
32490,2
29051,0
6413,1
44367,0
413,0
32424,0
40660,1
18584,0
48605,4
2698,2
27466,4
42099,1
28891,0
20537,0
13302,0
38829,1
48265,3
23109,1
2919,2
7484,0
38479,0
586,3
39856,1
26309,4
27640,3
41306,0
34922,0
41189,1
39505,2
7758,1
37494,0
590,0
44575,1
24499,1
18552,1
35038,1
41402,1
1750,1
20405,0
35145,1
9056,0
5607,1
12792,2
21228,1
38469,0
29214,0
20763,0
15382,0
16245,1
43834,4
34679,1
44281,0
49158,4
9601,2
9465,0
18658,0
40086,1
1250,0
35142,0
28492,0
34556,1
12213,0
9827,4
40195,0
38221,2
49310,1
1502,1
13892,0
14428,1
16464,4
35821,0
51731,1
28532,0
17835,1
44497,1
36891,1
49607,0
27853,3
47910,0
46211,0
37764,0
49859,1
16011,4
10355,0
42694,3
41005,0
25630,0
39168,1
4860,0
4539,1
29809,0
16364,0
50457,1
33072,0
33147,0
1014,0
8572,0
627,2
42511,3
8739,0
39384,0
25737,0
24345,0
737,0
38700,0
40060,2
37546,0
49898,2
14597,0
17902,0
15074,0
21544,0
52071,0
3665,0
26374,0
38712,0
16740,1
17819,1
13236,0
3114,0
29457,0
35733,0
6587,1
20377,0
45433,3
3096,1
16420,2
26486,2
19601,0
42367,3
50465,2
16408,0
4745,1
50995,1
26746,1
27472,4
26120,2
40806,0
41546,4
12224,0
16572,0
13129,0
27538,1
48606,1
45718,1
5917,1
31092,0
46937,1
4275,1
35407,0
12930,1
13089,0
30133,0
16793,1
14074,0
18708,0
42527,0
44040,2
8698,0
34269,2
29132,1
22324,0
22771,0
51471,0
18084,1
35243,0
44443,4
15792,2
17371,2
40809,1
27567,0
4178,0
51545,4
28900,1
28347,0
27601,1
51987,0
31853,0
47681,1
13832,0
11327,0
50203,2
33061,0
20169,3
33882,0
14533,3
24646,0
51905,0
42348,3
45131,0
3077,0
51795,0
1516,1
37070,0
48976,1
19636,0
21201,1
42799,4
37258,0
22137,0
10456,0
10409,0
38340,0
48021,4
514,2
32702,2
5407,0
52347,0
44195,3
2161,1
22381,3
16567,0
34116,1
29434,4
29988,4
1535,0
49752,0
46084,1
28020,2
4544,0
15935,3
27320,4
367,1
35672,0
37879,2
17317,2
43186,0
18269,1
27195,0
47876,0
18230,1
28680,0
46699,1
1176,0
13624,2
3650,0
51330,4
45972,0
10185,0
50369,1
4690,0
2920,2
48224,1
35594,1
10050,0
39972,0
60,0
38338,2
36839,1
21922,0
46713,1
33142,0
49603,3
31282,0
30461,0
22811,0
16868,0
16027,4
1348,2
11690,0
21742,0
41438,1
42642,0
51648,1
22026,0
37289,0
32158,0
37974,0
51215,0
21779,0
28297,0
11179,0
40575,2
31066,1
4935,1
28317,0
45457,0
24521,0
3817,0
13824,0
43267,0
13454,0
33689,1
13241,0
30296,1
13456,2
20133,0
24837,1
21968,3
22296,0
52326,0
10304,0
48719,0
37125,1
39300,0
47029,0
52489,4
13192,0
48258,4
13060,0
43985,2
31640,4
17620,0
12625,1
26641,0
7736,0
50057,1
37903,1
8270,1
7156,1
38441,3
15316,0
21169,0
37451,0
24376,2
2411,0
49458,1
24514,1
1500,2
51109,2
27217,4
46064,0
42666,2
7259,0
49666,1
29485,4
27352,3
41554,1
27112,0
25456,2
38450,0
30311,0
30373,0
18487,0
29818,4
18411,1
38758,1
29461,1
50972,0
42079,0
12510,1
25032,3
41076,1
34674,2
34084,1
6576,1
37537,0
18574,0
30158,1
38338,2
9858,1
28495,0
14922,0
42323,1
45979,0
20247,0
41678,1
12845,0
40689,0
20257,0
5475,3
48299,0
36227,0
44144,0
29106,4
49888,0
8422,0
2927,0
36555,0
31452,0
16956,0
26047,4
8930,0
23580,1
4015,0
42384,1
47084,0
14315,0
3405,2
8960,0
11000,0
47975,4
4793,0
51349,3
16189,0
1209,1
231,0
11841,0
33068,0
2894,0
20612,1
32298,4
26837,1
28870,0
51741,1
20973,0
5838,0
27832,4
51467,0
51352,2
30354,4
36995,2
5626,0
47723,1
16653,0
28344,0
44209,1
35159,0
31467,1
48758,4
39828,0
3447,0
27493,4
48119,0
30556,0
47723,1
29322,1
44031,0
24543,1
44859,0
47789,4
20464,0
31863,0
40822,2
2414,1
3444,0
28015,1
5483,3
646,3
48335,2
24144,0
18126,1
37158,0
47700,0
8149,0
37271,0
36014,0
10557,0
48963,2
36632,0
26517,1
1824,0
34368,1
28868,0
32367,4
43161,0
4911,1
47616,0
48287,3
4590,3
30156,4
4466,0
23818,1
46756,0
6641,1
24927,0
17688,0
33823,0
4354,0
27712,0
9814,3
29372,4
28548,1
3036,1
41577,2
27826,4
14791,4
33559,0
17041,0
17019,0
31928,1
39525,1
42875,0
46060,0
32248,4
49963,0
41212,2
22822,0
35017,0
45477,0
35209,2
26244,3
11302,0
31911,3
15351,1
48092,1
18231,0
34577,1
11659,1
30712,4
16900,0
44714,0
15431,0
44457,2
25237,0
35541,0
33641,0
33597,1
10470,1
51281,4
45716,0
40741,0
46346,0
46086,0
49800,1
26000,0
49856,1
9908,0
48200,0
1672,1
3091,2
20056,0
50917,1
44448,0
9083,1
22933,1
9153,1
10047,1
24129,1
13057,0
27805,0
43450,1
40469,1
49967,0
3175,0
45485,1
15550,4
39792,0
4995,0
28451,0
9718,4
39013,1
31388,1
5659,1
30498,4
52194,1
21421,0
10296,0
48213,0
45287,0
35435,0
23043,0
48420,0
38163,0
46569,0
39778,0
32947,0
45099,1
26598,3
41849,1
47314,0
9318,1
18896,0
32049,0
29247,0
49901,0
19604,0
8994,0
52455,1
45112,2
48340,0
33832,4
12311,0
34036,0
22490,1
37436,1
48048,4
27330,0
35176,0
12437,0
4164,4
51174,0
24487,1
47844,0
47214,0
49923,1
29505,4
5395,4
39852,0
35681,0
3841,0
24649,0
9585,1
50748,3
24682,0
36698,0
4155,4
14579,0
1765,0
42744,1
31473,0
32367,4
22273,0
32848,1
15967,0
51438,1
52051,0
22197,1
38540,1
49351,2
778,4
48457,2
26187,0
22684,1
28019,1
29098,1
40906,0
2956,0
4328,0
50812,0
42569,1
44630,0
16001,4
46699,1
42492,0
44831,2
46125,2
46,1
50405,0
44078,4
7434,4
2567,0
15528,0
21400,0
29777,0
2884,0
12064,0
13488,0
30405,0
29488,0
50896,0
11547,1
23483,0
38382,1
27891,2
5555,1
29393,4
33407,3
29110,1
1419,4
46502,4
20356,2
20168,1
10054,0
37282,0
27333,0
35472,0
38406,1
704,1
48715,3
41277,4
4539,1
46478,1
29253,0
16423,1
9933,0
51626,1
9373,0
22553,1
49024,1
10996,0
35372,0
33304,0
5480,0
27060,0
49678,1
34623,2
39976,2
44897,1
30706,0
44132,4
14047,0
2587,2
43841,0
40312,0
23484,1
4214,1
29327,1
45379,0
7652,0
21197,0
47523,0
49335,2
11271,0
23976,1
3479,1
35758,1
46815,0
38547,1
37715,0
39341,0
35096,0
32391,1
4406,1
33224,0
11698,0
48354,4
14292,0
49198,1
25037,2
43495,1
25787,0
6566,1
2445,0
34916,1
42218,1
24095,0
2754,1
41054,0
8367,4
50451,0
33141,0
8030,0
32057,0
50706,0
20571,1
15800,0
30714,1
50894,0
14328,0
31783,3
28959,1
48416,1
6056,0
43672,3
2252,1
2826,0
48826,2
25887,0
5512,1
20856,0
16827,1
51411,4
34754,0
44864,0
36675,2
16698,0
49089,0
26556,0
38747,2
639,2
9477,0
36488,0
15150,1
29358,4
41410,2
27299,0
10537,0
19541,1
2774,3
27378,1
37301,0
13910,2
33010,0
28651,0
15139,1
36397,1
19083,1
44890,1
3399,0
32151,0
41427,0
17446,0
40447,0
34475,1
9657,2
29587,0
37650,1
39671,1
8938,1
28032,4
2242,0
18457,1
17888,1
19308,0
31358,1
1060,0
43778,0
31116,4
36683,0
20637,0
18539,1
3791,2
48475,1
33236,4
4506,0
30548,0
1444,0
1566,1
48193,0
4165,0
45996,1
43401,0
49575,1
4500,2
9127,2
32403,0
11710,4
5590,2
52489,4
14303,2
17184,0
41582,0
46261,4
36026,1
49699,1
31798,3
30224,1
14794,0
17567,0
20163,3
52437,1
33168,2
31727,4
7756,0
48414,4
52381,0
41048,1
9861,0
8062,4
41503,0
20454,0
27340,3
11659,1
35055,0
40696,0
49186,0
10734,0
41574,1
37074,0
18312,1
2268,1
144,0
34006,0
26811,0
26862,1
2288,0
47156,0
32080,0
10003,0
30616,1
48912,4
47694,0
35831,1
15875,0
21007,0
45773,0
941,0
8189,0
5186,2
52427,1
20033,1
27864,2
15991,4
11398,0
27187,0
36595,0
11591,0
20923,2
17447,1
41535,1
44851,2
1085,0
35066,1
45079,4
27825,1
52119,4
9368,0
47155,1
13772,0
41261,0
50112,0
22861,0
15819,3
30100,4
31788,1
42322,2
21266,0
1189,0
38039,4
17668,0
49909,0
26591,0
27597,2
12196,2
25,1
22440,4
46225,1
8557,1
17296,0
48674,1
17485,2
17636,4
30354,4
36126,0
13409,1
21344,0
30251,0
19138,0
30151,0
15583,2
9773,2
30363,0
41066,0
3845,1
3395,1
6577,1
42870,2
25806,0
49738,1
49796,1
43454,2
46991,2
20412,3
34507,1
1054,0
43000,0
20306,1
46935,0
31838,0
42553,1
19363,0
36879,0
4612,0
15708,1
47356,1
39362,3
28753,0
19844,0
11146,0
23972,0
34663,1
6150,1
18479,0
9333,0
9581,3
10805,1
13373,0
35321,0
51191,2
28255,1
42221,1
4579,0
4122,0
20974,0
52131,0
25502,1
31870,1
43773,1
52443,0
45371,2
2674,4
1417,4
20414,1
52290,0
49411,1
29773,0
16175,2
9954,0
42759,1
13972,0
14145,0
51380,1
43336,0
30123,0
40112,1
31887,0
12211,0
19593,0
47978,4
9044,0
32405,1
8410,0
21654,2
7376,0
24757,0
8287,2
50152,0
8269,0
33930,0
43235,0
21014,0
11535,0
44683,0
27465,4
6201,1
25862,4
36423,0
48603,0
469,1
37478,0
35083,1
11060,1
25991,0
40329,0
25249,0
21210,1
16473,1
29424,0
2502,2
9592,0
20558,0
5589,1
1329,1
34136,2
5648,1
30842,1
44077,2
19004,1
52433,1
42256,1
21342,1
36697,4
27080,1
4041,2
8609,0
40583,1
33618,0
12121,0
33603,0
13260,0
30001,4
13553,2
33144,0
47706,1
44648,0
23063,0
18104,0
18650,0
51827,1
31957,3
18657,0
25668,1
521,0
13425,0
14435,0
28686,0
50977,3
40564,0
34120,1
11861,0
9469,2
50688,1
22575,4
10744,0
24869,0
40579,0
52416,4
50242,4
49937,0
46903,0
9332,0
28213,0
17252,3
33307,1
20343,1
45548,4
20844,0
15719,1
46297,1
10251,1
52504,1
26161,0
50143,0
2429,2
17042,0
51558,1
32186,2
36198,0
2767,3
23601,1
52207,0
5905,0
46237,0
22592,4
16522,0
26278,2
6876,0
8094,1
9277,2
6704,3
47663,0
31317,4
43866,1
50125,1
38763,0
17619,4
974,0
48999,1
31161,1
9786,0
28033,1
49231,1
29897,4
25022,1
51418,0
33896,0
5025,0
50448,0
51499,4
40239,0
35739,0
50497,0
47197,0
47920,0
44464,1
7180,1
373,2
37674,0
27107,4
18879,0
51569,1
9539,0
17782,0
6879,0
12063,0
28279,0
33303,0
3534,0
5696,1
14065,0
43633,2
52039,1
18542,3
2622,1
34618,0
29058,0
5564,1
46505,4
42991,0
7160,1
7314,0
8053,1
49200,1
41146,3
6695,0
25548,0
30290,0
49936,1
9232,0
7272,0
35371,0
52621,0
243,1
31982,0
20197,1
38508,0
6828,1
38055,3
52178,0
40414,2
29449,1
26623,0
36934,1
28682,0
11235,0
11072,1
2793,1
8332,4
49311,2
22089,1
50594,1
32846,0
15902,0
33125,0
20470,0
24451,1
19852,2
14848,1
6542,0
47748,0
10995,0
38677,4
13482,0
48111,1
51219,0
18543,0
28763,0
48414,4
8352,1
28691,1
47560,0
14665,0
39635,0
44867,0
12854,0
36083,0
1870,0
20248,0
29204,1
42134,0
15659,1
12382,0
52034,1
11139,0
7434,4
6829,1
21110,3
40132,1
39142,1
11882,0
3345,1
44330,0
48815,4
16566,0
38578,1
31733,0
36354,0
4733,0
39817,1
21810,0
23998,0
39966,0
5231,4
19009,1
10484,0
30889,0
45401,0
34213,1
5535,1
52389,0
45250,1
789,0
6624,1
51487,0
2337,0
50553,3
14688,0
41618,2
1210,0
30519,1
4406,1
32101,0
6419,3
34638,0
2471,0
51122,2
13334,1
38798,0
28458,0
41482,4
5554,0
19061,1
37676,0
51906,1
34649,1
10166,0
24485,0
34119,0
44440,0
41353,0
39002,1
43077,4
18975,0
4414,2
33853,2
17745,0
19706,0
42687,1
5299,0
16335,2
26220,0
30750,2
25521,0
42590,1
48785,4
34580,0
52577,4
47282,0
49322,0
20893,0
38016,3
27053,1
40517,0
11294,0
11905,0
16325,0
6886,1
32840,1
18433,4
46666,1
8023,0
43411,2
3129,1
48982,1
43799,0
48104,0
24908,0
12930,1
29145,0
13125,0
6697,0
24668,0
45787,1
36082,0
27242,0
30607,0
24483,1
17420,0
25771,0
34877,0
42852,1
29604,2
27694,3
27316,4
47862,4
48098,4
29113,1
44304,0
25478,0
24320,1
23415,0
30852,1
1857,0
4119,4
47833,1
7334,2
1037,2
35271,0
38520,0
39488,0
22911,0
23662,0
8746,0
23542,0
44916,1
23659,0
30453,0
34820,0
37428,0
50691,0
7731,4
38904,3
22535,1
20532,1
51651,1
23420,0
17159,1
24437,0
41097,1
26186,4
12475,0
46849,1
50019,0
17125,1
40720,0
16299,0
12435,4
31178,4
19829,0
2616,4
18014,0
3132,0
16018,1
28835,1
13540,0
26608,1
46317,1
19102,0
29532,0
14887,1
33020,1
49399,4
8196,0
23729,0
20272,0
3911,1
28655,0
14743,0
48352,0
31906,3
29070,0
15929,2
13539,1
3430,0
27539,1
37075,1
16436,0
45269,3
40598,0
36176,0
16233,0
6426,2
4463,0
36357,0
8140,0
33941,0
26068,0
7817,0
21122,2
51621,0
33158,1
51832,1
42893,0
47424,0
15882,0
28085,0
43775,0
7293,0
9827,4
28663,2
14678,1
48135,4
40165,4
16141,0
2928,0
1009,0
41524,4
31128,0
6051,0
25609,0
15701,0
18325,1
49919,3
5327,0
35697,0
33271,0
22910,0
49335,2
3040,2
36633,2
51206,1
46057,0
14082,0
18683,1
48810,4
6999,4
5196,1
29152,1
46899,1
4522,0
14307,0
37756,1
20565,0
255,1
1708,1
28935,3
26928,1
642,2
49166,1
15032,0
24632,0
14276,1
49155,4
21587,1
11689,1
49142,0
47825,1
12660,0
48359,1
24479,0
15084,0
12458,0
44941,4
11583,1
44000,4
27474,4
47188,2
9195,0
29108,4
20180,3
18046,1
34462,0
8215,1
7784,1
41364,4
15625,0
3276,0
49856,1
41364,4
31656,1
32116,0
48315,1
49198,1
5679,0
44531,0
32132,0
45114,1
6417,1
51568,0
17310,0
9422,0
34571,1
7187,1
25900,0
15825,1
19670,0
42612,0
7062,3
38897,0
47400,0
9985,0
32249,0
24405,1
2965,3
552,0
27428,1
31373,4
32252,4
22723,1
49282,1
34380,1
47601,4
22399,0
31280,0
50383,2
44976,0
27012,0
29049,1
26490,1
